subsidiary_id,order_id,order_timestamp,customer_id,region,country,city,channel,sku,category,qty,unit_price,discount_pct,coupon_code,total_amount,order_date
LMS,LMS_ORD_20251104_0001,2025-11-04T15:45:52Z,CUST_02322,NA,US,Denver,mobile_app,SKU-2001,home,2,29.99,10,,53.98,2025-11-04
LMS,LMS_ORD_20251104_0002,2025-11-04T15:48:49Z,CUST_02368,NA,US,Denver,online,SKU-4001,electronics,1,14.99,10,,13.49,2025-11-04
LMS,LMS_ORD_20251104_0003,2025-11-04T20:07:07Z,CUST_04030,EU,DE,Berlin,mobile_app,SKU-4001,electronics,4,49.99,10,,179.96,2025-11-04
LMS,LMS_ORD_20251104_0004,2025-11-04T10:21:54Z,CUST_03986,NA,US,Seattle,marketplace,SKU-4001,electronics,1,9.99,15,,8.49,2025-11-04
LMS,LMS_ORD_20251104_0005,2025-11-04T20:20:12Z,CUST_01605,NA,US,Austin,marketplace,SKU-1001,apparel,3,14.99,0,,44.97,2025-11-04
LMS,LMS_ORD_20251104_0006,2025-11-04T20:27:11Z,CUST_03807,NA,US,Austin,marketplace,SKU-4001,electronics,5,99.99,0,,499.95,2025-11-04
LMS,LMS_ORD_20251104_0007,2025-11-04T14:36:24Z,CUST_00079,NA,US,Seattle,mobile_app,SKU-4001,electronics,1,99.99,0,,99.99,2025-11-04
LMS,LMS_ORD_20251104_0008,2025-11-04T20:16:19Z,CUST_00283,EU,DE,Berlin,marketplace,SKU-4001,electronics,4,49.99,15,,169.97,2025-11-04
LMS,LMS_ORD_20251104_0009,2025-11-04T13:19:17Z,CUST_01442,NA,US,Austin,mobile_app,SKU-2001,home,2,14.99,10,,26.98,2025-11-04
LMS,LMS_ORD_20251104_0010,2025-11-04T00:25:23Z,CUST_02600,EU,DE,Berlin,mobile_app,SKU-2001,home,5,14.99,0,,74.95,2025-11-04
LMS,LMS_ORD_20251104_0011,2025-11-04T09:12:59Z,CUST_04254,NA,US,Seattle,marketplace,SKU-4001,electronics,5,29.99,5,,142.45,2025-11-04
LMS,LMS_ORD_20251104_0012,2025-11-04T05:45:03Z,CUST_02288,NA,US,Austin,online,SKU-3001,fitness,2,29.99,15,,50.98,2025-11-04
LMS,LMS_ORD_20251104_0013,2025-11-04T22:30:29Z,CUST_04582,EU,UK,London,online,SKU-4001,electronics,2,14.99,15,,25.48,2025-11-04
LMS,LMS_ORD_20251104_0014,2025-11-04T13:52:27Z,CUST_03775,NA,US,Denver,online,SKU-5001,outdoor,3,49.99,10,,134.97,2025-11-04
LMS,LMS_ORD_20251104_0015,2025-11-04T16:24:52Z,CUST_00749,NA,US,Seattle,marketplace,SKU-1001,apparel,3,14.99,15,,38.22,2025-11-04
LMS,LMS_ORD_20251104_0016,2025-11-04T22:35:57Z,CUST_04488,EU,DE,Berlin,mobile_app,SKU-1001,apparel,1,29.99,0,,29.99,2025-11-04
LMS,LMS_ORD_20251104_0017,2025-11-04T00:14:10Z,CUST_00436,EU,UK,London,online,SKU-2001,home,2,49.99,15,,84.98,2025-11-04
LMS,LMS_ORD_20251104_0018,2025-11-04T07:27:03Z,CUST_01239,NA,US,Denver,mobile_app,SKU-1001,apparel,3,9.99,10,,26.97,2025-11-04
LMS,LMS_ORD_20251104_0019,2025-11-04T13:20:58Z,CUST_03270,NA,US,Denver,mobile_app,SKU-3001,fitness,3,99.99,15,,254.97,2025-11-04
LMS,LMS_ORD_20251104_0020,2025-11-04T12:26:21Z,CUST_02826,EU,DE,Berlin,marketplace,SKU-3001,fitness,5,14.99,5,,71.2,2025-11-04
LMS,LMS_ORD_20251104_0021,2025-11-04T17:20:30Z,CUST_02481,NA,US,Denver,mobile_app,SKU-2001,home,2,99.99,5,,189.98,2025-11-04
LMS,LMS_ORD_20251104_0022,2025-11-04T16:17:36Z,CUST_04665,EU,UK,London,mobile_app,SKU-3001,fitness,2,49.99,10,,89.98,2025-11-04
LMS,LMS_ORD_20251104_0023,2025-11-04T23:31:10Z,CUST_01399,NA,US,Denver,mobile_app,SKU-3001,fitness,2,9.99,15,,16.98,2025-11-04
LMS,LMS_ORD_20251104_0024,2025-11-04T12:10:31Z,CUST_01885,NA,US,Denver,online,SKU-2001,home,5,29.99,10,,134.95,2025-11-04
LMS,LMS_ORD_20251104_0025,2025-11-04T02:36:02Z,CUST_00507,EU,UK,London,online,SKU-2001,home,3,49.99,5,,142.47,2025-11-04
LMS,LMS_ORD_20251104_0026,2025-11-04T10:35:05Z,CUST_02540,NA,US,Seattle,online,SKU-3001,fitness,1,99.99,10,,89.99,2025-11-04
LMS,LMS_ORD_20251104_0027,2025-11-04T13:43:42Z,CUST_00432,EU,UK,London,mobile_app,SKU-2001,home,4,14.99,5,,56.96,2025-11-04
LMS,LMS_ORD_20251104_0028,2025-11-04T04:08:26Z,CUST_01466,EU,DE,Berlin,marketplace,SKU-2001,home,1,29.99,0,,29.99,2025-11-04
LMS,LMS_ORD_20251104_0029,2025-11-04T02:10:57Z,CUST_01539,NA,US,Seattle,marketplace,SKU-2001,home,3,29.99,15,,76.47,2025-11-04
LMS,LMS_ORD_20251104_0030,2025-11-04T18:58:49Z,CUST_03659,EU,DE,Berlin,mobile_app,SKU-1001,apparel,1,99.99,10,,89.99,2025-11-04
LMS,LMS_ORD_20251104_0031,2025-11-04T09:47:58Z,CUST_03105,EU,DE,Berlin,mobile_app,SKU-2001,home,2,99.99,0,,199.98,2025-11-04
LMS,LMS_ORD_20251104_0032,2025-11-04T05:20:42Z,CUST_01159,NA,US,Austin,mobile_app,SKU-3001,fitness,4,14.99,0,,59.96,2025-11-04
LMS,LMS_ORD_20251104_0033,2025-11-04T02:28:44Z,CUST_02300,EU,DE,Berlin,online,SKU-3001,fitness,2,9.99,0,,19.98,2025-11-04
LMS,LMS_ORD_20251104_0034,2025-11-04T23:35:01Z,CUST_03528,NA,US,Denver,online,SKU-1001,apparel,4,99.99,15,,339.97,2025-11-04
LMS,LMS_ORD_20251104_0035,2025-11-04T09:15:53Z,CUST_03911,EU,UK,London,marketplace,SKU-5001,outdoor,2,49.99,10,,89.98,2025-11-04
LMS,LMS_ORD_20251104_0036,2025-11-04T00:55:48Z,CUST_02039,NA,US,Denver,marketplace,SKU-5001,outdoor,1,29.99,5,,28.49,2025-11-04
LMS,LMS_ORD_20251104_0037,2025-11-04T08:54:50Z,CUST_04899,NA,US,Austin,online,SKU-1001,apparel,3,14.99,5,,42.72,2025-11-04
LMS,LMS_ORD_20251104_0038,2025-11-04T13:40:12Z,CUST_00899,NA,US,Denver,online,SKU-1001,apparel,5,29.99,15,,127.46,2025-11-04
LMS,LMS_ORD_20251104_0039,2025-11-04T18:52:04Z,CUST_01267,NA,US,Austin,mobile_app,SKU-3001,fitness,3,99.99,0,,299.97,2025-11-04
LMS,LMS_ORD_20251104_0040,2025-11-04T09:01:32Z,CUST_04762,NA,US,Denver,marketplace,SKU-2001,home,2,99.99,5,,189.98,2025-11-04
LMS,LMS_ORD_20251104_0041,2025-11-04T03:42:54Z,CUST_02102,NA,US,Austin,online,SKU-1001,apparel,5,29.99,5,,142.45,2025-11-04
LMS,LMS_ORD_20251104_0042,2025-11-04T09:20:09Z,CUST_01611,EU,UK,London,mobile_app,SKU-5001,outdoor,4,14.99,15,,50.97,2025-11-04
LMS,LMS_ORD_20251104_0043,2025-11-04T12:55:02Z,CUST_00372,EU,UK,London,online,SKU-4001,electronics,3,49.99,5,,142.47,2025-11-04
LMS,LMS_ORD_20251104_0044,2025-11-04T08:29:19Z,CUST_03589,EU,UK,London,mobile_app,SKU-1001,apparel,1,9.99,10,,8.99,2025-11-04
