subsidiary_id,order_id,order_timestamp,customer_id,region,country,city,channel,sku,category,qty,unit_price,discount_pct,coupon_code,total_amount,order_date
LMS,LMS_ORD_20251102_0001,2025-11-02T05:12:56Z,CUST_04099,EU,UK,London,online,SKU-3001,fitness,2,29.99,15,,50.98,2025-11-02
LMS,LMS_ORD_20251102_0002,2025-11-02T06:33:14Z,CUST_04170,NA,US,Austin,marketplace,SKU-4001,electronics,4,99.99,10,,359.96,2025-11-02
LMS,LMS_ORD_20251102_0003,2025-11-02T00:24:20Z,CUST_04313,NA,US,Austin,online,SKU-1001,apparel,4,14.99,0,,59.96,2025-11-02
LMS,LMS_ORD_20251102_0004,2025-11-02T13:16:03Z,CUST_02373,NA,US,Seattle,online,SKU-3001,fitness,3,29.99,10,,80.97,2025-11-02
LMS,LMS_ORD_20251102_0005,2025-11-02T16:50:56Z,CUST_04118,NA,US,Seattle,marketplace,SKU-1001,apparel,4,49.99,5,,189.96,2025-11-02
LMS,LMS_ORD_20251102_0006,2025-11-02T08:42:46Z,CUST_01670,EU,DE,Berlin,marketplace,SKU-3001,fitness,2,99.99,10,,179.98,2025-11-02
LMS,LMS_ORD_20251102_0007,2025-11-02T10:34:08Z,CUST_04716,NA,US,Austin,mobile_app,SKU-2001,home,4,49.99,0,,199.96,2025-11-02
LMS,LMS_ORD_20251102_0008,2025-11-02T07:59:39Z,CUST_01645,EU,DE,Berlin,online,SKU-4001,electronics,5,29.99,10,,134.95,2025-11-02
LMS,LMS_ORD_20251102_0009,2025-11-02T13:07:03Z,CUST_02928,EU,DE,Berlin,mobile_app,SKU-2001,home,1,99.99,5,,94.99,2025-11-02
LMS,LMS_ORD_20251102_0010,2025-11-02T12:02:56Z,CUST_03878,NA,US,Seattle,marketplace,SKU-3001,fitness,1,49.99,0,,49.99,2025-11-02
LMS,LMS_ORD_20251102_0011,2025-11-02T20:39:13Z,CUST_01048,EU,DE,Berlin,marketplace,SKU-5001,outdoor,1,99.99,5,,94.99,2025-11-02
LMS,LMS_ORD_20251102_0012,2025-11-02T16:45:43Z,CUST_04013,EU,DE,Berlin,online,SKU-2001,home,4,99.99,5,,379.96,2025-11-02
LMS,LMS_ORD_20251102_0013,2025-11-02T01:43:37Z,CUST_01101,NA,US,Seattle,marketplace,SKU-5001,outdoor,1,14.99,15,,12.74,2025-11-02
LMS,LMS_ORD_20251102_0014,2025-11-02T07:45:00Z,CUST_03619,EU,UK,London,mobile_app,SKU-3001,fitness,1,49.99,10,,44.99,2025-11-02
LMS,LMS_ORD_20251102_0015,2025-11-02T08:18:28Z,CUST_01384,EU,UK,London,online,SKU-2001,home,2,99.99,10,,179.98,2025-11-02
LMS,LMS_ORD_20251102_0016,2025-11-02T07:39:32Z,CUST_04069,NA,US,Austin,marketplace,SKU-1001,apparel,5,29.99,10,,134.95,2025-11-02
