subsidiary_id,order_id,order_timestamp,customer_id,region,country,city,channel,sku,category,qty,unit_price,discount_pct,coupon_code,total_amount,order_date
LMS,LMS_ORD_20251107_0001,2025-11-07T11:30:24Z,CUST_02797,NA,US,Denver,online,SKU-2001,home,1,14.99,0,,14.99,2025-11-07
LMS,LMS_ORD_20251107_0002,2025-11-07T12:11:52Z,CUST_04613,NA,US,Denver,marketplace,SKU-4001,electronics,4,49.99,5,,189.96,2025-11-07
LMS,LMS_ORD_20251107_0003,2025-11-07T05:05:37Z,CUST_00435,EU,DE,Berlin,mobile_app,SKU-2001,home,2,9.99,10,,17.98,2025-11-07
LMS,LMS_ORD_20251107_0004,2025-11-07T16:26:06Z,CUST_00496,NA,US,Denver,mobile_app,SKU-1001,apparel,1,99.99,5,,94.99,2025-11-07
LMS,LMS_ORD_20251107_0005,2025-11-07T04:05:28Z,CUST_00438,EU,DE,Berlin,marketplace,SKU-1001,apparel,4,49.99,5,,189.96,2025-11-07
LMS,LMS_ORD_20251107_0006,2025-11-07T07:55:28Z,CUST_03504,NA,US,Denver,online,SKU-5001,outdoor,1,14.99,5,,14.24,2025-11-07
LMS,LMS_ORD_20251107_0007,2025-11-07T09:32:50Z,CUST_01552,EU,UK,London,online,SKU-4001,electronics,1,99.99,15,,84.99,2025-11-07
LMS,LMS_ORD_20251107_0008,2025-11-07T01:23:39Z,CUST_03748,NA,US,Austin,mobile_app,SKU-3001,fitness,1,29.99,10,,26.99,2025-11-07
LMS,LMS_ORD_20251107_0009,2025-11-07T03:01:59Z,CUST_00305,EU,DE,Berlin,online,SKU-2001,home,2,29.99,10,,53.98,2025-11-07
LMS,LMS_ORD_20251107_0010,2025-11-07T22:40:56Z,CUST_03906,NA,US,Austin,mobile_app,SKU-2001,home,3,14.99,0,,44.97,2025-11-07
LMS,LMS_ORD_20251107_0011,2025-11-07T01:06:21Z,CUST_01049,EU,DE,Berlin,mobile_app,SKU-3001,fitness,3,14.99,5,,42.72,2025-11-07
LMS,LMS_ORD_20251107_0012,2025-11-07T22:39:26Z,CUST_02534,NA,US,Seattle,marketplace,SKU-3001,fitness,2,29.99,5,,56.98,2025-11-07
LMS,LMS_ORD_20251107_0013,2025-11-07T04:43:27Z,CUST_04525,NA,US,Denver,mobile_app,SKU-1001,apparel,3,29.99,0,,89.97,2025-11-07
LMS,LMS_ORD_20251107_0014,2025-11-07T06:50:46Z,CUST_03390,EU,DE,Berlin,marketplace,SKU-4001,electronics,5,49.99,15,,212.46,2025-11-07
LMS,LMS_ORD_20251107_0015,2025-11-07T00:50:22Z,CUST_00154,EU,UK,London,marketplace,SKU-4001,electronics,1,49.99,10,,44.99,2025-11-07
LMS,LMS_ORD_20251107_0016,2025-11-07T10:45:10Z,CUST_02340,NA,US,Seattle,mobile_app,SKU-3001,fitness,4,99.99,5,,379.96,2025-11-07
LMS,LMS_ORD_20251107_0017,2025-11-07T07:14:55Z,CUST_04288,NA,US,Denver,marketplace,SKU-4001,electronics,5,49.99,10,,224.96,2025-11-07
LMS,LMS_ORD_20251107_0018,2025-11-07T05:01:36Z,CUST_02794,NA,US,Denver,marketplace,SKU-3001,fitness,2,49.99,15,,84.98,2025-11-07
LMS,LMS_ORD_20251107_0019,2025-11-07T13:40:08Z,CUST_01289,EU,UK,London,marketplace,SKU-1001,apparel,2,49.99,5,,94.98,2025-11-07
LMS,LMS_ORD_20251107_0020,2025-11-07T10:22:41Z,CUST_00332,NA,US,Seattle,marketplace,SKU-2001,home,5,99.99,5,,474.95,2025-11-07
LMS,LMS_ORD_20251107_0021,2025-11-07T08:08:15Z,CUST_03026,EU,DE,Berlin,mobile_app,SKU-5001,outdoor,1,49.99,5,,47.49,2025-11-07
LMS,LMS_ORD_20251107_0022,2025-11-07T05:31:32Z,CUST_01572,NA,US,Austin,mobile_app,SKU-1001,apparel,4,49.99,5,,189.96,2025-11-07
LMS,LMS_ORD_20251107_0023,2025-11-07T22:05:31Z,CUST_03698,EU,UK,London,online,SKU-2001,home,5,29.99,5,,142.45,2025-11-07
LMS,LMS_ORD_20251107_0024,2025-11-07T23:39:56Z,CUST_01537,NA,US,Austin,online,SKU-5001,outdoor,2,99.99,10,,179.98,2025-11-07
LMS,LMS_ORD_20251107_0025,2025-11-07T21:24:09Z,CUST_04272,EU,UK,London,online,SKU-3001,fitness,2,14.99,15,,25.48,2025-11-07
LMS,LMS_ORD_20251107_0026,2025-11-07T04:31:56Z,CUST_02226,EU,UK,London,online,SKU-5001,outdoor,3,14.99,10,,40.47,2025-11-07
LMS,LMS_ORD_20251107_0027,2025-11-07T09:29:08Z,CUST_04978,NA,US,Austin,online,SKU-1001,apparel,1,9.99,5,,9.49,2025-11-07
LMS,LMS_ORD_20251107_0028,2025-11-07T21:24:08Z,CUST_01915,NA,US,Seattle,mobile_app,SKU-3001,fitness,2,9.99,10,,17.98,2025-11-07
LMS,LMS_ORD_20251107_0029,2025-11-07T01:16:29Z,CUST_01719,EU,UK,London,marketplace,SKU-3001,fitness,1,14.99,10,,13.49,2025-11-07
LMS,LMS_ORD_20251107_0030,2025-11-07T16:35:49Z,CUST_04560,EU,DE,Berlin,mobile_app,SKU-2001,home,5,9.99,10,,44.96,2025-11-07
LMS,LMS_ORD_20251107_0031,2025-11-07T15:10:29Z,CUST_02163,EU,DE,Berlin,marketplace,SKU-3001,fitness,4,9.99,10,,35.96,2025-11-07
LMS,LMS_ORD_20251107_0032,2025-11-07T21:22:13Z,CUST_00913,EU,DE,Berlin,mobile_app,SKU-2001,home,2,9.99,10,,17.98,2025-11-07
LMS,LMS_ORD_20251107_0033,2025-11-07T08:52:40Z,CUST_01422,NA,US,Seattle,mobile_app,SKU-1001,apparel,1,14.99,15,,12.74,2025-11-07
LMS,LMS_ORD_20251107_0034,2025-11-07T03:17:40Z,CUST_00473,NA,US,Austin,mobile_app,SKU-2001,home,5,49.99,0,,249.95,2025-11-07
LMS,LMS_ORD_20251107_0035,2025-11-07T21:26:52Z,CUST_03549,NA,US,Seattle,mobile_app,SKU-3001,fitness,2,14.99,0,,29.98,2025-11-07
LMS,LMS_ORD_20251107_0036,2025-11-07T08:24:44Z,CUST_03777,EU,DE,Berlin,marketplace,SKU-3001,fitness,2,29.99,0,,59.98,2025-11-07
LMS,LMS_ORD_20251107_0037,2025-11-07T05:17:55Z,CUST_03077,NA,US,Seattle,online,SKU-4001,electronics,4,14.99,0,,59.96,2025-11-07
LMS,LMS_ORD_20251107_0038,2025-11-07T12:36:05Z,CUST_03146,NA,US,Denver,marketplace,SKU-4001,electronics,5,49.99,5,,237.45,2025-11-07
LMS,LMS_ORD_20251107_0039,2025-11-07T13:55:22Z,CUST_04784,NA,US,Seattle,mobile_app,SKU-5001,outdoor,1,29.99,0,,29.99,2025-11-07
LMS,LMS_ORD_20251107_0040,2025-11-07T18:05:55Z,CUST_01011,EU,DE,Berlin,marketplace,SKU-5001,outdoor,2,14.99,0,,29.98,2025-11-07
LMS,LMS_ORD_20251107_0041,2025-11-07T06:42:05Z,CUST_01686,NA,US,Denver,online,SKU-5001,outdoor,4,9.99,5,,37.96,2025-11-07
LMS,LMS_ORD_20251107_0042,2025-11-07T23:33:47Z,CUST_01270,NA,US,Seattle,mobile_app,SKU-4001,electronics,5,99.99,5,,474.95,2025-11-07
LMS,LMS_ORD_20251107_0043,2025-11-07T22:52:34Z,CUST_00384,NA,US,Seattle,marketplace,SKU-3001,fitness,2,99.99,10,,179.98,2025-11-07
LMS,LMS_ORD_20251107_0044,2025-11-07T17:37:50Z,CUST_03403,NA,US,Denver,mobile_app,SKU-1001,apparel,4,14.99,15,,50.97,2025-11-07
LMS,LMS_ORD_20251107_0045,2025-11-07T01:49:36Z,CUST_01887,NA,US,Seattle,mobile_app,SKU-3001,fitness,3,29.99,10,,80.97,2025-11-07
LMS,LMS_ORD_20251107_0046,2025-11-07T15:49:31Z,CUST_01445,NA,US,Austin,online,SKU-5001,outdoor,4,49.99,5,,189.96,2025-11-07
LMS,LMS_ORD_20251107_0047,2025-11-07T08:58:17Z,CUST_02212,NA,US,Seattle,online,SKU-1001,apparel,1,29.99,10,,26.99,2025-11-07
LMS,LMS_ORD_20251107_0048,2025-11-07T16:44:11Z,CUST_00989,NA,US,Denver,marketplace,SKU-3001,fitness,5,9.99,5,,47.45,2025-11-07
LMS,LMS_ORD_20251107_0049,2025-11-07T02:03:48Z,CUST_01725,NA,US,Denver,marketplace,SKU-4001,electronics,3,49.99,10,,134.97,2025-11-07
LMS,LMS_ORD_20251107_0050,2025-11-07T09:10:22Z,CUST_01958,EU,UK,London,mobile_app,SKU-3001,fitness,4,9.99,15,,33.97,2025-11-07
LMS,LMS_ORD_20251107_0051,2025-11-07T23:40:29Z,CUST_02482,EU,DE,Berlin,online,SKU-1001,apparel,4,49.99,0,,199.96,2025-11-07
LMS,LMS_ORD_20251107_0052,2025-11-07T19:02:48Z,CUST_03729,EU,UK,London,marketplace,SKU-5001,outdoor,1,9.99,5,,9.49,2025-11-07
LMS,LMS_ORD_20251107_0053,2025-11-07T01:28:40Z,CUST_01520,EU,UK,London,online,SKU-1001,apparel,4,29.99,10,,107.96,2025-11-07
LMS,LMS_ORD_20251107_0054,2025-11-07T04:35:28Z,CUST_00575,NA,US,Austin,marketplace,SKU-5001,outdoor,4,14.99,5,,56.96,2025-11-07
LMS,LMS_ORD_20251107_0055,2025-11-07T11:05:56Z,CUST_04741,EU,DE,Berlin,mobile_app,SKU-5001,outdoor,1,49.99,0,,49.99,2025-11-07
LMS,LMS_ORD_20251107_0056,2025-11-07T12:33:02Z,CUST_00674,NA,US,Denver,mobile_app,SKU-2001,home,4,49.99,0,,199.96,2025-11-07
LMS,LMS_ORD_20251107_0057,2025-11-07T17:53:54Z,CUST_00851,NA,US,Denver,mobile_app,SKU-5001,outdoor,4,49.99,15,,169.97,2025-11-07
LMS,LMS_ORD_20251107_0058,2025-11-07T15:46:03Z,CUST_04642,NA,US,Denver,marketplace,SKU-3001,fitness,5,9.99,15,,42.46,2025-11-07
LMS,LMS_ORD_20251107_0059,2025-11-07T02:44:58Z,CUST_00686,NA,US,Seattle,marketplace,SKU-5001,outdoor,1,49.99,15,,42.49,2025-11-07
LMS,LMS_ORD_20251107_0060,2025-11-07T13:11:13Z,CUST_02092,EU,DE,Berlin,marketplace,SKU-4001,electronics,2,14.99,0,,29.98,2025-11-07
LMS,LMS_ORD_20251107_0061,2025-11-07T13:10:51Z,CUST_04086,NA,US,Seattle,mobile_app,SKU-3001,fitness,3,99.99,10,,269.97,2025-11-07
LMS,LMS_ORD_20251107_0062,2025-11-07T19:50:22Z,CUST_02884,NA,US,Austin,online,SKU-4001,electronics,4,14.99,15,,50.97,2025-11-07
LMS,LMS_ORD_20251107_0063,2025-11-07T16:36:20Z,CUST_04275,EU,DE,Berlin,marketplace,SKU-2001,home,1,49.99,0,,49.99,2025-11-07
LMS,LMS_ORD_20251107_0064,2025-11-07T15:52:00Z,CUST_01378,NA,US,Seattle,mobile_app,SKU-5001,outdoor,2,49.99,15,,84.98,2025-11-07
LMS,LMS_ORD_20251107_0065,2025-11-07T05:45:51Z,CUST_00585,EU,DE,Berlin,online,SKU-2001,home,1,99.99,15,,84.99,2025-11-07
LMS,LMS_ORD_20251107_0066,2025-11-07T18:13:11Z,CUST_04980,NA,US,Denver,marketplace,SKU-1001,apparel,1,29.99,5,,28.49,2025-11-07
LMS,LMS_ORD_20251107_0067,2025-11-07T08:37:22Z,CUST_03092,NA,US,Austin,online,SKU-4001,electronics,4,14.99,5,,56.96,2025-11-07
LMS,LMS_ORD_20251107_0068,2025-11-07T10:50:52Z,CUST_04739,NA,US,Austin,mobile_app,SKU-1001,apparel,1,14.99,15,,12.74,2025-11-07
