subsidiary_id,order_id,order_timestamp,customer_id,region,country,city,channel,sku,category,qty,unit_price,discount_pct,coupon_code,total_amount,order_date
BSH,BSH_ORD_20251106_0001,2025-11-06T14:46:45Z,CUST_02911,EU,DE,Berlin,mobile_app,SKU-3001,fitness,4,14.99,0,,59.96,2025-11-06
BSH,BSH_ORD_20251106_0002,2025-11-06T07:39:14Z,CUST_00003,NA,US,Denver,online,SKU-3001,fitness,2,14.99,5,,28.48,2025-11-06
BSH,BSH_ORD_20251106_0003,2025-11-06T14:44:27Z,CUST_00915,NA,US,Seattle,marketplace,SKU-2001,home,5,49.99,5,,237.45,2025-11-06
BSH,BSH_ORD_20251106_0004,2025-11-06T16:24:24Z,CUST_03446,EU,UK,London,mobile_app,SKU-2001,home,4,99.99,0,,399.96,2025-11-06
BSH,BSH_ORD_20251106_0005,2025-11-06T23:51:00Z,CUST_00843,NA,US,Denver,marketplace,SKU-5001,outdoor,3,29.99,0,,89.97,2025-11-06
BSH,BSH_ORD_20251106_0006,2025-11-06T02:40:41Z,CUST_00841,EU,UK,London,mobile_app,SKU-3001,fitness,2,99.99,5,,189.98,2025-11-06
BSH,BSH_ORD_20251106_0007,2025-11-06T17:02:06Z,CUST_04262,NA,US,Austin,mobile_app,SKU-3001,fitness,3,9.99,10,,26.97,2025-11-06
BSH,BSH_ORD_20251106_0008,2025-11-06T00:58:58Z,CUST_01949,NA,US,Seattle,marketplace,SKU-5001,outdoor,1,9.99,15,,8.49,2025-11-06
BSH,BSH_ORD_20251106_0009,2025-11-06T09:39:49Z,CUST_00234,EU,UK,London,marketplace,SKU-4001,electronics,1,99.99,15,,84.99,2025-11-06
BSH,BSH_ORD_20251106_0010,2025-11-06T14:16:41Z,CUST_04516,NA,US,Denver,marketplace,SKU-1001,apparel,2,9.99,10,,17.98,2025-11-06
BSH,BSH_ORD_20251106_0011,2025-11-06T18:59:48Z,CUST_00933,EU,DE,Berlin,online,SKU-5001,outdoor,5,9.99,15,,42.46,2025-11-06
BSH,BSH_ORD_20251106_0012,2025-11-06T04:01:40Z,CUST_00855,NA,US,Austin,mobile_app,SKU-2001,home,4,29.99,10,,107.96,2025-11-06
BSH,BSH_ORD_20251106_0013,2025-11-06T01:53:39Z,CUST_01395,NA,US,Seattle,marketplace,SKU-1001,apparel,1,14.99,5,,14.24,2025-11-06
BSH,BSH_ORD_20251106_0014,2025-11-06T15:29:16Z,CUST_03753,NA,US,Austin,marketplace,SKU-4001,electronics,2,49.99,10,,89.98,2025-11-06
BSH,BSH_ORD_20251106_0015,2025-11-06T18:05:26Z,CUST_04105,EU,UK,London,marketplace,SKU-1001,apparel,1,14.99,5,,14.24,2025-11-06
BSH,BSH_ORD_20251106_0016,2025-11-06T16:35:11Z,CUST_04635,EU,UK,London,marketplace,SKU-4001,electronics,3,99.99,5,,284.97,2025-11-06
BSH,BSH_ORD_20251106_0017,2025-11-06T09:21:06Z,CUST_03250,NA,US,Austin,online,SKU-3001,fitness,4,99.99,5,,379.96,2025-11-06
BSH,BSH_ORD_20251106_0018,2025-11-06T20:02:38Z,CUST_02024,NA,US,Seattle,online,SKU-5001,outdoor,1,9.99,0,,9.99,2025-11-06
BSH,BSH_ORD_20251106_0019,2025-11-06T16:01:36Z,CUST_03984,NA,US,Austin,online,SKU-1001,apparel,5,14.99,0,,74.95,2025-11-06
BSH,BSH_ORD_20251106_0020,2025-11-06T10:34:04Z,CUST_03833,NA,US,Denver,marketplace,SKU-1001,apparel,2,49.99,5,,94.98,2025-11-06
BSH,BSH_ORD_20251106_0021,2025-11-06T13:21:25Z,CUST_01467,EU,UK,London,marketplace,SKU-5001,outdoor,3,29.99,10,,80.97,2025-11-06
BSH,BSH_ORD_20251106_0022,2025-11-06T06:18:58Z,CUST_03745,EU,DE,Berlin,marketplace,SKU-1001,apparel,2,49.99,0,,99.98,2025-11-06
BSH,BSH_ORD_20251106_0023,2025-11-06T04:51:42Z,CUST_04184,EU,DE,Berlin,online,SKU-5001,outdoor,1,9.99,5,,9.49,2025-11-06
BSH,BSH_ORD_20251106_0024,2025-11-06T18:14:14Z,CUST_01892,NA,US,Seattle,marketplace,SKU-4001,electronics,5,9.99,10,,44.96,2025-11-06
BSH,BSH_ORD_20251106_0025,2025-11-06T11:19:29Z,CUST_01374,NA,US,Seattle,mobile_app,SKU-5001,outdoor,1,9.99,0,,9.99,2025-11-06
BSH,BSH_ORD_20251106_0026,2025-11-06T19:51:40Z,CUST_04453,NA,US,Seattle,mobile_app,SKU-4001,electronics,5,99.99,5,,474.95,2025-11-06
BSH,BSH_ORD_20251106_0027,2025-11-06T04:14:37Z,CUST_04716,NA,US,Austin,marketplace,SKU-3001,fitness,5,29.99,0,,149.95,2025-11-06
BSH,BSH_ORD_20251106_0028,2025-11-06T16:48:17Z,CUST_01634,EU,DE,Berlin,marketplace,SKU-3001,fitness,3,49.99,10,,134.97,2025-11-06
