subsidiary_id,order_id,order_timestamp,customer_id,region,country,city,channel,sku,category,qty,unit_price,discount_pct,coupon_code,total_amount,order_date
BSH,BSH_ORD_20251101_0001,2025-11-01T19:33:23Z,CUST_02370,EU,UK,London,online,SKU-3001,fitness,2,9.99,10,,17.98,2025-11-01
BSH,BSH_ORD_20251101_0002,2025-11-01T04:40:39Z,CUST_01411,NA,US,Seattle,online,SKU-2001,home,3,49.99,15,,127.47,2025-11-01
BSH,BSH_ORD_20251101_0003,2025-11-01T12:15:53Z,CUST_00486,NA,US,Austin,online,SKU-5001,outdoor,1,29.99,0,,29.99,2025-11-01
BSH,BSH_ORD_20251101_0004,2025-11-01T02:27:41Z,CUST_04829,NA,US,Austin,marketplace,SKU-3001,fitness,4,29.99,5,,113.96,2025-11-01
BSH,BSH_ORD_20251101_0005,2025-11-01T02:11:24Z,CUST_01825,EU,DE,Berlin,marketplace,SKU-2001,home,4,99.99,5,,379.96,2025-11-01
BSH,BSH_ORD_20251101_0006,2025-11-01T01:42:00Z,CUST_04037,EU,DE,Berlin,marketplace,SKU-5001,outdoor,3,29.99,10,,80.97,2025-11-01
BSH,BSH_ORD_20251101_0007,2025-11-01T17:17:39Z,CUST_02950,EU,DE,Berlin,marketplace,SKU-4001,electronics,5,49.99,10,,224.96,2025-11-01
BSH,BSH_ORD_20251101_0008,2025-11-01T05:26:13Z,CUST_02467,EU,DE,Berlin,online,SKU-3001,fitness,2,49.99,5,,94.98,2025-11-01
BSH,BSH_ORD_20251101_0009,2025-11-01T05:00:00Z,CUST_00821,EU,UK,London,marketplace,SKU-3001,fitness,2,99.99,0,,199.98,2025-11-01
BSH,BSH_ORD_20251101_0010,2025-11-01T19:33:40Z,CUST_00587,NA,US,Austin,marketplace,SKU-1001,apparel,2,29.99,0,,59.98,2025-11-01
BSH,BSH_ORD_20251101_0011,2025-11-01T05:09:40Z,CUST_00963,EU,UK,London,online,SKU-3001,fitness,1,29.99,15,,25.49,2025-11-01
BSH,BSH_ORD_20251101_0012,2025-11-01T06:05:58Z,CUST_00613,NA,US,Seattle,online,SKU-4001,electronics,4,14.99,0,,59.96,2025-11-01
BSH,BSH_ORD_20251101_0013,2025-11-01T06:55:15Z,CUST_04354,NA,US,Seattle,online,SKU-5001,outdoor,5,14.99,5,,71.2,2025-11-01
BSH,BSH_ORD_20251101_0014,2025-11-01T14:33:28Z,CUST_02706,NA,US,Austin,mobile_app,SKU-5001,outdoor,1,49.99,0,,49.99,2025-11-01
BSH,BSH_ORD_20251101_0015,2025-11-01T02:44:46Z,CUST_03853,NA,US,Seattle,mobile_app,SKU-1001,apparel,4,29.99,5,,113.96,2025-11-01
BSH,BSH_ORD_20251101_0016,2025-11-01T18:25:12Z,CUST_03284,EU,UK,London,online,SKU-4001,electronics,4,9.99,15,,33.97,2025-11-01
